,LemasSwFTPerPop,OwnOccHiQuart,OwnOccMedVal,PolicPerPop,ViolentCrimesPerPop,community,communityname,county,fold,numbUrban,perCapInc,state,whitePerCap
303,0.217460815047,0.2,0.12,0.217492163009,0.25,?,Daltoncity,?,2,0.0,0.35,13,0.36
304,0.217460815047,0.08,0.08,0.217492163009,0.06,?,Bethanycity,?,2,0.03,0.25,40,0.24
305,0.38,1.0,1.0,0.38,0.45,?,BeverlyHillscity,?,2,0.05,1.0,6,1.0
306,0.217460815047,0.08,0.07,0.217492163009,0.23,?,Baytowncity,?,2,0.1,0.27,48,0.32
307,0.217460815047,0.03,0.02,0.217492163009,0.32,88084,Zanesvillecity,119,2,0.0,0.15,39,0.15
308,0.217460815047,0.37,0.37,0.217492163009,0.04,49020,MountLaureltownship,5,2,0.04,0.62,34,0.6
309,0.217460815047,0.86,0.85,0.217492163009,0.02,5070,Belmonttown,17,2,0.04,0.75,25,0.73
310,0.217460815047,0.1,0.12,0.217492163009,0.16,?,Arnoldcity,?,2,0.03,0.26,29,0.24
311,0.217460815047,0.23,0.23,0.217492163009,0.12,26760,Gloucestertownship,7,2,0.08,0.35,34,0.34
312,0.26,0.42,0.43,0.26,0.2,3580,Bayonnecity,17,2,0.1,0.38,34,0.38
313,0.18,0.04,0.03,0.18,0.51,12000,Cantoncity,151,2,0.13,0.17,39,0.18
314,0.217460815047,0.36,0.41,0.217492163009,0.18,53280,NorthPlainfieldborough,35,2,0.03,0.48,34,0.48
315,0.25,0.05,0.06,0.25,0.3,51055,NiagaraFallscity,63,2,0.1,0.2,36,0.21
316,0.217460815047,0.13,0.11,0.217492163009,0.37,?,Monroecity,?,2,0.0,0.2,37,0.3
317,0.217460815047,0.12,0.13,0.217492163009,0.31,?,Sangercity,?,2,0.0,0.11,6,0.18
318,0.217460815047,0.12,0.14,0.217492163009,0.04,9246,Brooklyncity,35,2,0.02,0.3,39,0.28
319,0.217460815047,0.26,0.26,0.217492163009,0.18,?,Ukiahcity,?,2,0.0,0.22,6,0.23
320,0.217460815047,0.11,0.11,0.217492163009,0.48,?,Georgetowncity,?,2,0.0,0.19,21,0.19
321,0.217460815047,0.07,0.04,0.217492163009,0.09,?,Duncancity,?,2,0.0,0.23,40,0.24
322,0.217460815047,0.26,0.25,0.217492163009,0.07,4860,Biddefordcity,31,2,0.0,0.25,23,0.23
323,0.11,0.08,0.1,0.11,0.27,?,Killeencity,?,2,0.1,0.15,48,0.19
324,0.217460815047,0.39,0.39,0.217492163009,0.3,?,Antiochcity,?,2,0.1,0.34,6,0.34
325,0.217460815047,0.13,0.12,0.217492163009,0.34,?,Nogalescity,?,2,0.0,0.09,4,0.11
326,0.217460815047,0.04,0.03,0.217492163009,0.07,93218,Oskaloosacity,123,2,0.0,0.2,19,0.19
327,0.217460815047,0.2,0.18,0.217492163009,0.17,?,Hendersonvillecity,?,2,0.05,0.37,47,0.36
328,0.217460815047,0.21,0.21,0.217492163009,0.17,26340,Glassboroborough,15,2,0.02,0.26,34,0.28
329,0.217460815047,0.72,0.68,0.217492163009,0.34,?,SanGabrielcity,?,2,0.06,0.29,6,0.4
330,0.217460815047,0.11,0.12,0.217492163009,0.07,36610,HuberHeightscity,113,2,0.06,0.31,39,0.3
331,0.217460815047,0.17,0.17,0.217492163009,0.35,?,Hurstcity,?,2,0.05,0.39,48,0.39
332,0.217460815047,0.76,0.69,0.217492163009,0.04,79040,Westfieldtown,39,2,0.05,0.88,34,0.89
333,0.217460815047,0.15,0.14,0.217492163009,1.0,2080,AtlanticCitycity,1,2,0.06,0.23,34,0.37
334,0.217460815047,0.05,0.05,0.217492163009,0.48,?,Palestinecity,?,2,0.0,0.17,48,0.22
335,0.217460815047,0.33,0.37,0.217492163009,0.03,33144,Haverfordtownship,45,2,0.08,0.53,42,0.52
336,0.217460815047,0.17,0.14,0.217492163009,0.07,?,Provocity,?,2,0.14,0.11,49,0.11
337,0.217460815047,0.25,0.24,0.217492163009,0.05,83342,Westervillecity,49,2,0.05,0.44,39,0.42
338,0.19,0.32,0.36,0.19,0.12,82870,WestHaventown,9,2,0.09,0.37,9,0.37
339,0.217460815047,0.12,0.13,0.217492163009,0.04,?,Portlandcity,?,2,0.02,0.31,48,0.3
340,0.217460815047,0.37,0.36,0.217492163009,0.08,18130,Dovertownship,29,2,0.11,0.42,34,0.4
341,0.217460815047,0.15,0.15,0.217492163009,0.1,61714,Perkinstownship,43,2,0.0,0.37,39,0.37
342,0.217460815047,0.84,0.86,0.217492163009,0.0,28950,Harvardtown,27,2,0.0,0.44,25,0.47
343,0.217460815047,0.12,0.12,0.217492163009,0.04,53682,NorthTonawandacity,63,2,0.06,0.26,36,0.25
344,0.217460815047,0.08,0.08,0.217492163009,0.02,50825,Menashacity,139,2,0.02,0.27,55,0.26
345,0.1,0.08,0.09,0.1,0.18,31000,GreenBaycity,9,2,0.15,0.27,55,0.27
346,0.09,0.39,0.33,0.09,0.58,?,Seattlecity,?,2,0.82,0.45,53,0.51
347,0.217460815047,0.13,0.13,0.217492163009,0.08,?,Greeleycity,?,2,0.1,0.22,8,0.22
348,0.217460815047,0.5,0.53,0.217492163009,0.04,30420,HasbrouckHeightsborough,3,2,0.02,0.56,34,0.54
349,0.217460815047,0.15,0.16,0.217492163009,0.09,?,Pullmancity,?,2,0.0,0.14,53,0.14
350,0.217460815047,0.42,0.41,0.217492163009,0.06,18080,Cromwelltown,7,2,0.02,0.53,9,0.51
351,0.217460815047,0.14,0.13,0.217492163009,0.08,86548,Woostercity,169,2,0.0,0.31,39,0.31
352,0.217460815047,0.07,0.06,0.217492163009,0.08,100,Aberdeencity,13,2,0.0,0.23,46,0.22
353,0.217460815047,0.11,0.12,0.217492163009,0.1,46410,Madisontownship,49,2,0.02,0.28,39,0.26
354,0.217460815047,0.14,0.14,0.217492163009,0.03,?,Oremcity,?,2,0.11,0.16,49,0.15
355,0.217460815047,0.09,0.1,0.217492163009,0.28,28640,Genevacity,69,2,0.0,0.2,36,0.21
356,0.217460815047,0.41,0.45,0.217492163009,0.06,52490,Peabodycity,9,2,0.07,0.41,25,0.4
357,0.217460815047,0.46,0.5,0.217492163009,0.04,65340,SaddleBrooktownship,3,2,0.02,0.48,34,0.45
358,0.217460815047,0.02,0.02,0.217492163009,0.03,?,Logansportcity,?,2,0.0,0.17,18,0.17
359,0.217460815047,0.09,0.09,0.217492163009,0.07,?,Mustangcity,?,2,0.02,0.26,40,0.26
360,0.217460815047,0.12,0.11,0.217492163009,0.41,?,Enterprisecity,?,2,0.0,0.25,1,0.29
361,0.217460815047,0.09,0.09,0.217492163009,0.22,?,Fergusoncity,?,2,0.04,0.29,29,0.31
362,0.25,0.07,0.05,0.25,1.0,?,Birminghamcity,?,2,0.42,0.17,1,0.33
363,0.217460815047,0.09,0.1,0.217492163009,0.1,?,Newbergcity,?,2,0.0,0.21,41,0.2
364,0.217460815047,0.1,0.11,0.217492163009,0.06,?,Keizercity,?,2,0.03,0.27,41,0.27
365,0.2,0.05,0.04,0.2,0.45,?,SouthBendcity,?,2,0.17,0.23,18,0.27
366,0.16,0.05,0.05,0.16,0.32,24000,Eriecity,49,2,0.17,0.19,42,0.2
367,0.217460815047,0.05,0.03,0.217492163009,0.14,?,Uvaldecity,?,2,0.0,0.1,48,0.14
368,0.217460815047,0.17,0.16,0.217492163009,0.09,?,CollegeStationcity,?,2,0.08,0.14,48,0.15
369,0.217460815047,0.09,0.12,0.217492163009,0.07,?,Florissantcity,?,2,0.08,0.33,29,0.32
370,0.217460815047,0.08,0.06,0.217492163009,0.6,?,Texarkanacity,?,2,0.05,0.23,48,0.32
371,0.217460815047,0.15,0.15,0.217492163009,0.18,?,Smyrnacity,?,2,0.05,0.48,13,0.5
372,0.217460815047,0.13,0.14,0.217492163009,0.03,78600,SunPrairiecity,25,2,0.0,0.31,55,0.3
373,0.217460815047,0.33,0.36,0.217492163009,0.04,37940,Hudsontown,11,2,0.02,0.43,33,0.41
374,0.217460815047,0.27,0.2,0.217492163009,0.51,?,Gainesvillecity,?,2,0.0,0.34,13,0.46
375,0.217460815047,1.0,1.0,0.217492163009,0.83,?,LaCanadaFlintridgecity,?,2,0.03,1.0,6,1.0
376,0.217460815047,0.61,0.6,0.217492163009,0.02,31240,Glastonburytown,3,2,0.03,0.72,9,0.71
377,0.217460815047,0.09,0.1,0.217492163009,0.08,?,Tooelecity,?,2,0.0,0.2,49,0.2
378,0.217460815047,0.84,0.55,0.217492163009,0.26,21480,Englewoodcity,3,2,0.04,0.71,34,1.0
379,0.217460815047,0.13,0.12,0.217492163009,0.23,?,NorthAugustacity,?,2,0.02,0.38,45,0.41
380,0.19,0.04,0.03,0.19,0.49,63624,Readingcity,11,2,0.12,0.2,42,0.23
381,0.217460815047,0.24,0.23,0.217492163009,0.03,?,Colliervilletown,?,2,0.0,0.39,47,0.41
382,0.217460815047,0.5,0.52,0.217492163009,0.04,15640,Cranfordtownship,39,2,0.04,0.6,34,0.59
383,0.217460815047,0.16,0.17,0.217492163009,0.15,?,Durangocity,?,2,0.0,0.21,8,0.22
384,0.27,0.33,0.36,0.27,0.54,21000,Elizabethcity,39,2,0.17,0.24,34,0.27
385,0.217460815047,0.09,0.09,0.217492163009,0.31,?,Brenhamcity,?,2,0.0,0.18,48,0.22
386,0.217460815047,0.42,0.44,0.217492163009,0.39,?,Chinocity,?,2,0.09,0.27,6,0.33
387,0.217460815047,0.08,0.06,0.217492163009,0.43,?,Kilgorecity,?,2,0.0,0.26,48,0.28
388,0.217460815047,0.32,0.34,0.217492163009,0.5,?,MorenoValleycity,?,2,0.19,0.28,6,0.3
389,0.217460815047,0.25,0.23,0.217492163009,0.03,?,Sylvaniacity,?,2,0.03,0.52,39,0.51
390,0.217460815047,1.0,1.0,0.217492163009,0.08,?,SanMarinocity,?,2,0.02,1.0,6,1.0
391,0.217460815047,0.17,0.18,0.217492163009,0.04,?,OakHarborcity,?,2,0.0,0.21,53,0.22
392,0.217460815047,0.12,0.12,0.217492163009,0.22,?,Jacksonvillecity,?,2,0.05,0.22,37,0.27
393,0.217460815047,0.11,0.1,0.217492163009,0.58,?,Conroecity,?,2,0.0,0.22,48,0.27
394,0.217460815047,0.6,0.48,0.217492163009,0.01,?,Colleyvillecity,?,2,0.02,0.92,48,0.89
395,0.217460815047,0.09,0.09,0.217492163009,0.1,?,Lewistoncity,?,2,0.0,0.26,16,0.25
396,0.1,0.06,0.04,0.1,0.39,?,Brownsvillecity,?,2,0.16,0.04,48,0.03
397,0.217460815047,0.2,0.2,0.217492163009,0.09,60120,Phoenixvilleborough,29,2,0.02,0.34,42,0.34
398,0.217460815047,0.29,0.24,0.217492163009,0.18,29744,Fredericksburgcity,630,2,0.03,0.3,51,0.34
399,0.217460815047,0.19,0.15,0.217492163009,0.8,?,Hallandalecity,?,2,0.05,0.4,12,0.45
400,0.217460815047,0.07,0.05,0.217492163009,1.0,47138,Mansfieldcity,139,3,0.08,0.23,39,0.24
401,0.29,0.07,0.08,0.29,0.4,53000,Milwaukeecity,79,3,0.99,0.2,55,0.28
402,0.217460815047,0.09,0.08,0.217492163009,0.05,?,Pinevillecity,?,3,0.02,0.16,22,0.2
403,0.217460815047,0.02,0.03,0.217492163009,0.21,?,GalenaParkcity,?,3,0.02,0.13,48,0.18
404,0.217460815047,0.28,0.26,0.217492163009,0.68,?,LosBanoscity,?,3,0.0,0.21,6,0.26
405,0.217460815047,0.18,0.11,0.217492163009,0.32,?,Avondalecity,?,3,0.0,0.13,4,0.2
406,0.217460815047,0.13,0.14,0.217492163009,0.2,12700,ColumbiaHeightscity,3,3,0.03,0.3,27,0.3
407,0.217460815047,0.08,0.09,0.217492163009,0.62,?,CommerceCitycity,?,3,0.03,0.12,8,0.12
408,0.2,0.12,0.1,0.2,0.53,?,RockyMountcity,?,3,0.08,0.25,37,0.42
409,0.217460815047,1.0,1.0,0.217492163009,0.25,?,MenloParkcity,?,3,0.04,0.86,6,0.98
410,0.217460815047,0.1,0.09,0.217492163009,1.0,?,FortPiercecity,?,3,0.06,0.16,12,0.3
411,0.217460815047,0.26,0.28,0.217492163009,0.2,47042,Middletowncity,71,3,0.0,0.29,36,0.3
412,0.217460815047,0.12,0.09,0.217492163009,0.21,?,Morgantoncity,?,3,0.0,0.26,37,0.28
413,0.4,0.09,0.08,0.4,1.0,4000,Baltimorecity,510,3,1.0,0.23,24,0.37
414,0.217460815047,0.26,0.25,0.217492163009,0.1,25560,Gallowaytownship,1,3,0.02,0.38,34,0.36
415,0.217460815047,0.12,0.13,0.217492163009,0.14,?,Sebastiancity,?,3,0.0,0.24,12,0.22
416,0.217460815047,0.1,0.09,0.217492163009,0.01,?,Greenfieldcity,?,3,0.0,0.25,18,0.24
417,0.217460815047,0.46,0.47,0.217492163009,0.13,22560,Fairviewborough,3,3,0.02,0.34,34,0.33
418,0.217460815047,0.4,0.4,0.217492163009,0.22,59735,Sandwichtown,1,3,0.0,0.42,25,0.41
419,0.217460815047,0.05,0.03,0.217492163009,0.1,?,Borgercity,?,3,0.0,0.23,48,0.25
420,0.217460815047,0.09,0.07,0.217492163009,1.0,?,Annistoncity,?,3,0.04,0.21,1,0.35
421,0.217460815047,0.34,0.39,0.217492163009,0.69,21990,Everettcity,17,3,0.06,0.31,25,0.3
422,0.217460815047,0.41,0.46,0.217492163009,0.06,52320,NorthArlingtonborough,3,3,0.02,0.45,34,0.45
423,0.217460815047,0.05,0.05,0.217492163009,0.66,?,Covingtoncity,?,3,0.07,0.17,21,0.18
424,0.217460815047,0.23,0.23,0.217492163009,0.03,72824,Springtownship,11,3,0.03,0.45,42,0.44
425,0.217460815047,0.05,0.06,0.217492163009,0.16,?,WhiteSettlementcity,?,3,0.02,0.19,48,0.19
426,0.217460815047,0.19,0.18,0.217492163009,0.0,16920,Cranberrytownship,19,3,0.0,0.39,42,0.37
427,0.217460815047,0.09,0.08,0.217492163009,0.76,?,Andersoncity,?,3,0.04,0.19,45,0.27
428,0.217460815047,0.13,0.12,0.217492163009,0.71,?,NewBraunfelscity,?,3,0.0,0.23,48,0.24
429,0.1,0.45,0.43,0.1,0.42,?,Oceansidecity,?,3,0.2,0.32,6,0.37
430,0.217460815047,0.41,0.37,0.217492163009,0.03,77000,Westerlytown,9,3,0.0,0.39,44,0.37
431,0.14,0.31,0.27,0.14,0.53,?,Sacramentocity,?,3,0.58,0.31,6,0.38
432,0.217460815047,0.15,0.17,0.217492163009,0.06,10375,BrownDeervillage,79,3,0.02,0.45,55,0.43
433,0.217460815047,0.07,0.06,0.217492163009,0.18,?,Meridiancity,?,3,0.0,0.19,28,0.33
434,0.217460815047,0.26,0.26,0.217492163009,0.04,86025,Windhamtown,5,3,0.0,0.34,23,0.32
435,0.217460815047,0.51,0.5,0.217492163009,0.1,79820,WestPatersonborough,31,3,0.02,0.55,34,0.5
436,0.217460815047,0.13,0.13,0.217492163009,0.06,63418,Romecity,65,3,0.07,0.21,36,0.21
437,0.217460815047,0.46,0.46,0.217492163009,0.04,65370,RockyHilltown,3,3,0.03,0.58,9,0.56
438,0.217460815047,0.8,0.79,0.217492163009,0.16,93170,SouthSanFranciscodivision,81,3,0.44,0.43,6,0.48
439,0.217460815047,0.09,0.08,0.217492163009,0.24,?,GrandJunctioncity,?,3,0.05,0.22,8,0.23
440,0.217460815047,0.17,0.18,0.217492163009,0.2,?,Longwoodcity,?,3,0.02,0.31,12,0.3
441,0.217460815047,0.12,0.1,0.217492163009,0.35,?,Columbiacity,?,3,0.0,0.25,47,0.29
442,0.217460815047,0.06,0.05,0.217492163009,0.04,?,Paragouldcity,?,3,0.0,0.18,5,0.17
443,0.217460815047,0.14,0.15,0.217492163009,0.05,79492,Vandaliacity,113,3,0.02,0.36,39,0.35
444,0.26,0.11,0.09,0.26,0.72,?,Galvestoncity,?,3,0.09,0.25,48,0.34
445,0.217460815047,0.1,0.09,0.217492163009,0.06,?,Tullahomacity,?,3,0.0,0.25,47,0.25
446,0.217460815047,0.08,0.08,0.217492163009,0.62,?,Ozarkcity,?,3,0.0,0.18,1,0.22
447,0.25,0.26,0.27,0.25,1.0,34450,Irvingtontownship,13,3,0.1,0.27,34,0.31
